make,model,year,overall_rating,frontal_crash,side_crash,rollover,safety_concern
Buick,LaCrosse 4 DR AWD,2017,5.0,5,5,5,False
Buick,Envision SUV AWD,2017,4.3,4,5,4,False
Buick,Cascada C FWD,2019,4.3,4,5,4,False
Buick,Encore SUV FWD,2019,4.7,5,5,4,False
Buick,Encore SUV AWD,2019,4.7,5,5,4,False
Buick,Envision SUV AWD,2019,4.3,4,5,4,False
Buick,LaCrosse 4 DR FWD,2018,5.0,5,5,5,False
Buick,LaCrosse 4 DR AWD,2018,5.0,5,5,5,False
Buick,LaCrosse 4 DR AWD,2019,5.0,5,5,5,False
Buick,LaCrosse 4 DR FWD,2019,5.0,5,5,5,False
Buick,LaCrosse Hybrid 4 DR FWD,2019,5.0,5,5,5,False
Buick,Enclave SUV AWD,2019,4.3,4,5,4,False
Buick,Enclave SUV FWD,2019,4.3,4,5,4,False
Buick,Cascada C FWD,2018,4.3,4,5,4,False
Buick,LaCrosse Hybrid 4 DR FWD,2018,5.0,5,5,5,False
Buick,Enclave SUV FWD,2018,4.3,4,5,4,False
Buick,Enclave SUV AWD,2018,4.3,4,5,4,False
Buick,Encore SUV AWD,2018,4.7,5,5,4,False
Buick,Encore SUV FWD,2018,4.7,5,5,4,False
Buick,Envision SUV AWD,2018,4.3,4,5,4,False
Buick,Encore SUV FWD,2020,4.7,5,5,4,False
Buick,Encore SUV AWD,2020,4.7,5,5,4,False
Buick,Envision SUV AWD,2020,4.3,4,5,4,False
Buick,Enclave SUV FWD,2020,4.3,4,5,4,False
Buick,Enclave SUV AWD,2020,4.3,4,5,4,False
Buick,Encore SUV AWD,2021,4.7,5,5,4,False
Buick,Encore SUV FWD,2021,4.7,5,5,4,False
Buick,Encore SUV FWD,2022,4.7,5,5,4,False
Buick,Encore GX SUV FWD,2022,4.7,5,5,4,False
Buick,Encore SUV AWD,2022,4.7,5,5,4,False
Buick,Encore GX SUV AWD,2022,4.7,5,5,4,False
Buick,Encore GX SUV FWD,2021,4.7,5,5,4,False
Buick,Envision SUV FWD,2021,4.7,5,5,4,False
Buick,Enclave SUV FWD,2021,4.3,4,5,4,False
Buick,Encore GX SUV AWD,2021,4.7,5,5,4,False
Buick,Envision SUV AWD,2021,4.7,5,5,4,False
Buick,Enclave SUV AWD,2021,4.3,4,5,4,False
Buick,Envision SUV FWD,2022,4.7,5,5,4,False
Buick,Envision SUV AWD,2022,4.7,5,5,4,False
Buick,Enclave SUV AWD,2022,4.7,5,5,4,False
Buick,Encore GX SUV FWD,2023,4.7,5,5,4,False
Buick,Encore GX SUV AWD,2023,4.7,5,5,4,False
Buick,Envision SUV FWD,2023,4.7,5,5,4,False
Buick,Envision SUV AWD,2023,4.7,5,5,4,False
Buick,Enclave SUV AWD,2023,4.7,5,5,4,False
Buick,Encore GX SUV FWD,2024,4.7,5,5,4,False
Buick,Encore GX SUV AWD,2024,4.7,5,5,4,False
Buick,Enclave SUV AWD,2024,4.7,5,5,4,False
Buick,Lucerne 4 DR FWD Later Release,2011,4.0,5,2,5,False
Buick,Encore SUV FWD,2013,4.7,5,5,4,False
Buick,Encore SUV FWD,2014,4.7,5,5,4,False
Buick,Encore GX SUV FWD,2020,4.3,4,5,4,False
Buick,Encore GX SUV AWD,2020,4.3,4,5,4,False
Buick,Enclave SUV FWD,2022,4.7,5,5,4,False
Buick,Enclave SUV FWD,2023,4.7,5,5,4,False
Buick,Enclave SUV FWD,2024,4.7,5,5,4,False
Buick,Lucerne 4 DR FWD Early Release,2011,4.0,5,2,5,False
Cadillac,CTS 4 DR RWD,2012,4.7,5,5,4,False
Cadillac,CTS SW RWD,2012,4.7,5,5,4,False
Cadillac,CTS 4 DR AWD,2012,4.7,5,5,4,False
Cadillac,CTS SW AWD,2012,4.7,5,5,4,False
Cadillac,SRX SUV AWD,2012,4.7,5,5,4,False
Cadillac,SRX SUV FWD,2012,4.7,5,5,4,False
Cadillac,CTS 4 DR RWD,2013,4.7,5,5,4,False
Cadillac,CTS 4 DR AWD,2013,4.7,5,5,4,False
Cadillac,CTS SW RWD,2013,4.7,5,5,4,False
Cadillac,CTS SW AWD,2013,4.7,5,5,4,False
Cadillac,CTS 4 DR AWD,2015,5.0,5,5,5,False
Cadillac,CTS 4 DR RWD,2015,5.0,5,5,5,False
Cadillac,SRX SUV AWD,2015,4.3,4,5,4,False
Cadillac,SRX SUV FWD,2015,4.3,4,5,4,False
Cadillac,ATS 4 DR RWD,2015,5.0,5,5,5,False
Cadillac,ATS 4 DR AWD,2015,5.0,5,5,5,False
Cadillac,XTS 4 DR AWD,2015,4.7,5,5,4,False
Cadillac,XTS 4 DR FWD,2015,4.7,5,5,4,False
Cadillac,ATS 4 DR RWD,2013,5.0,5,5,5,False
Cadillac,SRX SUV FWD,2013,4.3,4,5,4,False
Cadillac,XTS 4 DR FWD,2013,4.7,5,5,4,False
Cadillac,ATS 4 DR AWD,2013,5.0,5,5,5,False
Cadillac,SRX SUV AWD,2013,4.3,4,5,4,False
Cadillac,XTS 4 DR AWD,2013,4.7,5,5,4,False
Cadillac,CTS 4 DR RWD,2016,5.0,5,5,5,False
Cadillac,CTS 4 DR AWD,2016,5.0,5,5,5,False
Cadillac,XTS 4 DR FWD,2016,4.7,5,5,4,False
Cadillac,XTS 4 DR AWD,2016,4.7,5,5,4,False
Cadillac,ATS 4 DR RWD,2016,5.0,5,5,5,False
Cadillac,ATS 4 DR AWD,2016,5.0,5,5,5,False
Cadillac,SRX SUV FWD,2016,4.3,4,5,4,False
Cadillac,SRX SUV AWD,2016,4.3,4,5,4,False
Cadillac,SRX SUV AWD,2014,4.3,4,5,4,False
Cadillac,SRX SUV FWD,2014,4.3,4,5,4,False
Cadillac,ATS 4 DR RWD,2014,5.0,5,5,5,False
Cadillac,ATS 4 DR AWD,2014,5.0,5,5,5,False
Cadillac,XTS 4 DR AWD,2014,4.7,5,5,4,False
Cadillac,XTS 4 DR FWD,2014,4.7,5,5,4,False
Cadillac,CTS 4 DR RWD,2014,5.0,5,5,5,False
Cadillac,CTS 4 DR AWD,2014,5.0,5,5,5,False
Cadillac,ATS 4 DR RWD,2017,5.0,5,5,5,False
Cadillac,ATS 4 DR AWD,2017,5.0,5,5,5,False
Cadillac,CTS 4 DR AWD,2017,5.0,5,5,5,False
Cadillac,CTS 4 DR RWD,2017,5.0,5,5,5,False
Cadillac,XTS 4 DR FWD,2017,4.7,5,5,4,False
Cadillac,XTS 4 DR AWD,2017,4.7,5,5,4,False
Cadillac,XT5 SUV AWD,2017,4.3,4,5,4,False
Cadillac,ATS 4 DR RWD,2018,5.0,5,5,5,False
Cadillac,ATS 4 DR AWD,2018,5.0,5,5,5,False
Cadillac,CTS 4 DR RWD,2018,5.0,5,5,5,False
Cadillac,CTS 4 DR AWD,2018,5.0,5,5,5,False
Cadillac,XT5 SUV AWD,2019,4.3,4,5,4,False
Cadillac,XT5 SUV AWD,2018,4.3,4,5,4,False
Cadillac,XTS 4 DR FWD,2018,4.7,5,5,4,False
Cadillac,XTS 4 DR AWD,2018,4.7,5,5,4,False
Cadillac,CT5 4 DR RWD,2020,5.0,5,5,5,False
Cadillac,XT5 SUV FWD,2020,4.7,5,5,4,False
Cadillac,XT6 SUV FWD,2020,4.7,5,5,4,False
Cadillac,CT5 4 DR AWD,2020,5.0,5,5,5,False
Cadillac,XT5 SUV AWD,2020,4.7,5,5,4,False
Cadillac,XT6 SUV AWD,2020,4.7,5,5,4,False
Cadillac,XT4 SUV FWD,2020,4.3,4,5,4,False
Cadillac,XT4 SUV AWD,2020,4.3,4,5,4,False
Cadillac,CTS 4 DR RWD,2019,5.0,5,5,5,False
Cadillac,CTS 4 DR AWD,2019,5.0,5,5,5,False
Cadillac,XT4 SUV FWD,2019,4.3,4,5,4,False
Cadillac,XT4 SUV AWD,2019,4.3,4,5,4,False
Cadillac,CT5 4 DR RWD,2021,5.0,5,5,5,False
Cadillac,XT5 SUV FWD,2021,4.7,5,5,4,False
Cadillac,XT6 SUV FWD,2021,4.7,5,5,4,False
Cadillac,CT5 4 DR RWD,2022,5.0,5,5,5,False
Cadillac,CT5 4 DR AWD,2021,5.0,5,5,5,False
Cadillac,XT5 SUV AWD,2021,4.7,5,5,4,False
Cadillac,XT5 SUV FWD,2022,4.7,5,5,4,False
Cadillac,XT4 SUV FWD,2022,4.3,4,5,4,False
Cadillac,XT6 SUV FWD,2022,4.7,5,5,4,False
Cadillac,CT5 4 DR AWD,2022,5.0,5,5,5,False
Cadillac,XT6 SUV AWD,2021,4.7,5,5,4,False
Cadillac,XT5 SUV AWD,2022,4.7,5,5,4,False
Cadillac,XT4 SUV AWD,2022,4.3,4,5,4,False
Cadillac,XT6 SUV AWD,2022,4.7,5,5,4,False
Cadillac,XT4 SUV FWD,2021,4.3,4,5,4,False
Cadillac,XT4 SUV AWD,2021,4.3,4,5,4,False
Cadillac,XT5 SUV AWD,2023,4.7,5,5,4,False
Cadillac,XT4 SUV FWD,2023,4.3,4,5,4,False
Cadillac,XT4 SUV AWD,2023,4.3,4,5,4,False
Cadillac,XT6 SUV FWD,2023,4.7,5,5,4,False
Cadillac,XT6 SUV AWD,2023,4.7,5,5,4,False
Cadillac,XT5 SUV FWD,2023,4.7,5,5,4,False
Cadillac,CT5 4 DR RWD,2023,5.0,5,5,5,False
Cadillac,CT5 4 DR AWD,2023,5.0,5,5,5,False
Cadillac,CT5 4 DR RWD,2024,5.0,5,5,5,False
Cadillac,CT5 4 DR AWD,2024,5.0,5,5,5,False
Cadillac,XT5 SUV AWD,2024,4.7,5,5,4,False
Cadillac,XT5 SUV FWD,2024,4.7,5,5,4,False
Cadillac,XT6 SUV FWD,2024,4.7,5,5,4,False
Cadillac,XT6 SUV AWD,2024,4.7,5,5,4,False
Cadillac,Escalade SUV RWD,2011,4.3,5,5,3,False
Cadillac,Escalade Hybrid SUV RWD,2011,4.3,5,5,3,False
Cadillac,Escalade SUV AWD,2011,4.3,5,5,3,False
Cadillac,Escalade Hybrid SUV AWD,2011,4.3,5,5,3,False
Cadillac,Escalade SUV AWD,2012,4.3,5,5,3,False
Cadillac,Escalade Hybrid SUV AWD,2012,4.3,5,5,3,False
Cadillac,Escalade SUV RWD,2012,4.3,5,5,3,False
Cadillac,Escalade Hybrid SUV RWD,2012,4.3,5,5,3,False
Cadillac,Escalade ESV SUV AWD,2012,4.3,5,5,3,False
Cadillac,Escalade ESV SUV RWD,2012,4.3,5,5,3,False
Cadillac,Escalade SUV AWD,2013,4.3,5,5,3,False
Cadillac,Escalade SUV RWD,2013,4.3,5,5,3,False
Cadillac,Escalade ESV SUV AWD,2013,4.3,5,5,3,False
Cadillac,Escalade ESV SUV RWD,2013,4.3,5,5,3,False
Cadillac,Escalade Hybrid SUV AWD,2013,4.3,5,5,3,False
Cadillac,Escalade Hybrid SUV RWD,2013,4.3,5,5,3,False
Cadillac,Escalade ESV SUV AWD,2014,4.3,5,5,3,False
Cadillac,Escalade ESV SUV RWD,2014,4.3,5,5,3,False
Cadillac,Escalade SUV AWD,2014,4.3,5,5,3,False
Cadillac,Escalade SUV RWD,2014,4.3,5,5,3,False
Cadillac,ATS-V 4 DR RWD,2017,4.7,4,5,5,False
Cadillac,CTS-V 4 DR RWD,2017,4.7,4,5,5,False
Cadillac,Escalade SUV RWD,2017,4.0,4,5,3,False
Cadillac,Escalade SUV AWD,2017,4.0,4,5,3,False
Cadillac,Escalade ESV SUV RWD,2017,4.3,5,5,3,False
Cadillac,Escalade ESV SUV AWD,2017,4.3,5,5,3,False
Cadillac,XT5 SUV FWD,2017,4.3,4,5,4,False
Cadillac,ATS-V 4 DR RWD,2018,4.7,4,5,5,False
Cadillac,CTS-V 4 DR RWD,2018,4.7,4,5,5,False
Cadillac,XT5 SUV FWD,2019,4.3,4,5,4,False
Cadillac,XT5 SUV FWD,2018,4.3,4,5,4,False
Cadillac,Escalade SUV AWD,2018,4.0,4,5,3,False
Cadillac,Escalade SUV RWD,2018,4.0,4,5,3,False
Cadillac,Escalade ESV SUV RWD,2018,4.3,5,5,3,False
Cadillac,Escalade ESV SUV AWD,2018,4.3,5,5,3,False
Cadillac,CTS-V 4 DR RWD,2019,4.7,4,5,5,False
Cadillac,Escalade SUV 2WD,2021,4.0,4,5,3,False
Cadillac,Escalade ESV SUV 2WD,2021,4.0,4,5,3,False
Cadillac,Escalade SUV 4WD,2021,4.0,4,5,3,False
Cadillac,Escalade ESV SUV 4WD,2021,4.0,4,5,3,False
Cadillac,Escalade ESV SUV 4WD,2022,4.0,4,5,3,False
Cadillac,Escalade SUV 2WD,2022,4.0,4,5,3,False
Cadillac,Escalade ESV SUV 2WD,2022,4.0,4,5,3,False
Cadillac,Escalade SUV 4WD,2022,4.0,4,5,3,False
Cadillac,Escalade SUV 2WD,2023,4.0,4,5,3,False
Cadillac,Escalade SUV 4WD,2023,4.0,4,5,3,False
Cadillac,Escalade ESV SUV 2WD,2023,4.0,4,5,3,False
Cadillac,Escalade ESV SUV 4WD,2023,4.0,4,5,3,False
Cadillac,Escalade SUV RWD,2024,4.0,4,5,3,False
Cadillac,Escalade SUV 4WD,2024,4.0,4,5,3,False
Cadillac,Escalade ESV SUV RWD,2024,4.0,4,5,3,False
Cadillac,Escalade ESV SUV 4WD,2024,4.0,4,5,3,False
Chrysler,300 4 DR RWD,2012,4.7,5,5,4,False
Chrysler,300 4 DR AWD,2012,4.7,5,5,4,False
Chrysler,200 4 DR FWD,2015,4.7,5,5,4,False
Chrysler,300 4 DR AWD,2013,4.7,5,5,4,False
Chrysler,300 4 DR RWD,2013,4.7,5,5,4,False
Chrysler,200 4 DR FWD,2016,4.7,5,5,4,False
Chrysler,300 4 DR AWD,2014,4.7,5,5,4,False
Chrysler,300 4 DR RWD,2014,4.7,5,5,4,False
Chrysler,200 4 DR AWD,2017,4.3,4,5,4,False
Chrysler,200 4 DR FWD,2017,4.7,5,5,4,False
Chrysler,Pacifica VAN FWD,2017,4.7,5,5,4,False
Chrysler,Pacifica VAN FWD,2018,4.7,5,5,4,False
Chrysler,Voyager VAN FWD,2020,4.7,5,5,4,False
Chrysler,Pacifica VAN FWD,2020,4.7,5,5,4,False
Chrysler,Pacifica Hybrid VAN FWD,2020,4.3,4,5,4,False
Chrysler,Pacifica VAN FWD,2019,4.7,5,5,4,False
Chrysler,Pacifica VAN FWD,2021,4.7,5,5,4,False
Chrysler,Pacifica MV FWD,2022,4.7,5,5,4,False
Chrysler,Pacifica Hybrid MV FWD,2022,4.3,4,5,4,False
Chrysler,Pacifica Hybrid VAN FWD,2021,4.3,4,5,4,False
Chrysler,Voyager MV FWD,2022,4.7,5,5,4,False
Chrysler,Pacifica PV FWD,2024,4.7,5,5,4,False
Chrysler,Pacifica Hybrid PV FWD,2024,4.3,4,5,4,False
Chrysler,Voyager PV FWD,2024,4.7,5,5,4,False
Chrysler,Pacifica PV FWD,2023,4.7,5,5,4,False
Chrysler,Pacifica Hybrid PV FWD,2023,4.3,4,5,4,False
Chrysler,Voyager PV FWD,2023,4.7,5,5,4,False
Chrysler,Voyager VAN FWD,2021,4.7,5,5,4,False
Chrysler,200 4 DR FWD,2012,3.7,4,3,4,False
Chrysler,Town And Country VAN FWD,2012,4.3,4,5,4,False
Chrysler,200 4 DR FWD,2013,3.7,4,3,4,False
Chrysler,Town And Country VAN FWD,2013,4.3,4,5,4,False
Chrysler,300 4 DR RWD,2016,4.3,4,5,4,False
Chrysler,300 4 DR AWD,2016,4.3,4,5,4,False
Chrysler,Town And Country VAN FWD,2016,4.3,4,5,4,False
Chrysler,Town And Country VAN FWD,2015,4.3,4,5,4,False
Chrysler,200 4 DR FWD,2014,3.7,4,3,4,False
Chrysler,Town And Country VAN FWD,2014,4.3,4,5,4,False
Chrysler,300 4 DR RWD,2017,4.3,4,5,4,False
Chrysler,300 4 DR AWD,2017,4.3,4,5,4,False
Chrysler,300 4 DR RWD,2018,4.3,4,5,4,False
Chrysler,300 4 DR AWD,2018,4.3,4,5,4,False
Chrysler,300 4 DR AWD,2020,4.3,4,5,4,False
Chrysler,300 4 DR RWD,2020,4.3,4,5,4,False
Chrysler,300 4 DR RWD,2019,4.3,4,5,4,False
Chrysler,300 4 DR AWD,2019,4.3,4,5,4,False
Chrysler,300 4 DR RWD,2022,4.3,4,5,4,False
Chrysler,300 4 DR AWD,2022,4.3,4,5,4,False
Chrysler,300 4 DR RWD,2021,4.3,4,5,4,False
Chrysler,300 4 DR AWD,2021,4.3,4,5,4,False
Chrysler,300 4 DR RWD,2023,4.3,4,5,4,False
Chrysler,300 4 DR AWD,2023,4.3,4,5,4,False
Dodge,Charger 4 DR RWD,2012,4.7,4,5,5,False
Dodge,Charger 4 DR AWD,2012,4.7,4,5,5,False
Dodge,Challenger 2 DR RWD,2013,5.0,5,5,5,True
Dodge,Charger 4 DR RWD,2013,4.7,4,5,5,False
Dodge,Charger 4 DR AWD,2013,4.7,4,5,5,False
Dodge,Dart 4 DR FWD,2016,4.7,5,5,4,False
Dodge,Challenger 2 DR RWD,2016,4.3,4,5,4,False
Dodge,Charger 4 DR AWD,2016,4.7,4,5,5,False
Dodge,Charger 4 DR RWD,2016,4.7,4,5,5,False
Dodge,Challenger 2 DR RWD,2015,4.3,4,5,4,False
Dodge,Dart 4 DR FWD,2015,4.7,5,5,4,False
Dodge,Dart 4 DR FWD,2013,4.7,5,5,4,False
Dodge,Challenger 2 DR RWD,2014,5.0,5,5,5,True
Dodge,Dart 4 DR FWD,2014,4.7,5,5,4,False
Dodge,Charger 4 DR RWD,2014,4.7,4,5,5,False
Dodge,Charger 4 DR AWD,2014,4.7,4,5,5,False
Dodge,Challenger 2 DR RWD,2017,4.3,4,5,4,False
Dodge,Charger 4 DR RWD,2017,4.7,4,5,5,False
Dodge,Charger 4 DR AWD,2017,4.7,4,5,5,False
Dodge,Challenger 2 DR AWD,2017,4.3,4,5,4,False
Dodge,Challenger 2 DR AWD,2018,4.3,4,5,4,False
Dodge,Challenger 2 DR RWD,2018,4.3,4,5,4,False
Dodge,Charger 4 DR RWD,2018,4.7,4,5,5,False
Dodge,Charger 4 DR AWD,2018,4.7,4,5,5,False
Dodge,Charger 4 DR AWD,2020,4.7,4,5,5,False
Dodge,Charger 4 DR RWD,2020,4.7,4,5,5,False
Dodge,Challenger 2 DR RWD,2020,4.3,4,5,4,False
Dodge,Challenger 2 DR AWD,2020,4.3,4,5,4,False
Dodge,Challenger 2 DR RWD,2019,4.3,4,5,4,False
Dodge,Challenger 2 DR AWD,2019,4.3,4,5,4,False
Dodge,Charger 4 DR RWD,2019,4.7,4,5,5,False
Dodge,Charger 4 DR AWD,2019,4.7,4,5,5,False
Dodge,Charger 4 DR RWD,2021,4.7,4,5,5,False
Dodge,Challenger 2 DR RWD,2021,4.3,4,5,4,False
Dodge,Challenger 2 DR AWD,2021,4.3,4,5,4,False
Dodge,Charger 4 DR AWD,2021,4.7,4,5,5,False
Dodge,Challenger(Front Seat only) 2 DR RWD,2021,4.3,4,5,4,False
Dodge,Charger 4 DR RWD,2022,4.7,4,5,5,False
Dodge,Challenger (Front Seat) 2 DR RWD,2022,4.3,4,5,4,False
Dodge,Challenger 2 DR RWD,2022,4.3,4,5,4,False
Dodge,Challenger 2 DR AWD,2022,4.3,4,5,4,False
Dodge,Charger 4 DR AWD,2022,4.7,4,5,5,False
Dodge,Charger 4 DR RWD,2023,4.7,4,5,5,False
Dodge,Charger 4 DR AWD,2023,4.7,4,5,5,False
Dodge,Challenger (Front Seat) 2 DR RWD,2023,4.3,4,5,4,False
Dodge,Challenger 2 DR RWD,2023,4.3,4,5,4,False
Dodge,Challenger AWD 2 DR AWD,2023,4.3,4,5,4,False
Dodge,Avenger 4 DR FWD,2012,4.0,4,4,4,False
Dodge,Grand Caravan VAN FWD,2012,4.3,4,5,4,False
Dodge,Durango SUV 2WD,2012,4.0,4,5,3,False
Dodge,Durango SUV 4WD,2012,4.0,4,5,3,False
Dodge,Durango SUV 4WD,2015,4.0,4,5,3,False
Dodge,Avenger 4 DR FWD,2013,4.0,4,4,4,False
Dodge,Grand Caravan VAN FWD,2013,4.3,4,5,4,False
Dodge,Durango SUV 4WD,2013,4.0,4,5,3,False
Dodge,Durango SUV 2WD,2013,4.0,4,5,3,False
Dodge,Grand Caravan VAN FWD,2016,4.3,4,5,4,False
Dodge,Grand Caravan VAN FWD,2015,4.3,4,5,4,False
Dodge,Durango SUV 2WD,2015,4.3,4,5,4,False
Dodge,Avenger 4 DR FWD,2014,4.0,4,4,4,False
Dodge,Grand Caravan VAN FWD,2014,4.3,4,5,4,False
Dodge,Durango SUV 4WD,2014,4.0,4,5,3,False
Dodge,Durango SUV 2WD,2014,4.3,4,5,4,False
Dodge,Durango SUV 4WD,2017,4.0,4,5,3,False
Dodge,Durango SUV 2WD,2017,4.3,4,5,4,False
Dodge,Grand Caravan VAN FWD,2017,4.3,4,5,4,False
Dodge,Durango SUV 4WD,2016,4.0,4,5,3,False
Dodge,Durango SUV 2WD,2016,4.3,4,5,4,False
Dodge,Grand Caravan VAN FWD,2018,4.3,4,5,4,False
Dodge,Durango SUV 4WD,2018,4.0,4,5,3,False
Dodge,Durango SUV 2WD,2018,4.3,4,5,4,False
Dodge,Durango SUV 4WD,2020,4.0,4,5,3,False
Dodge,Grand Caravan MV FWD,2020,4.3,4,5,4,False
Dodge,Durango SUV RWD,2020,4.3,4,5,4,False
Dodge,Grand Caravan VAN FWD Later Release,2019,4.3,4,5,4,False
Dodge,Durango SUV 4WD,2019,4.0,4,5,3,False
Dodge,Durango SUV 2WD,2019,4.3,4,5,4,False
Dodge,Grand Caravan VAN FWD Early Release,2019,4.3,4,5,4,False
Dodge,Durango SUV RWD,2021,4.3,4,5,4,False
Dodge,Durango SUV 4WD,2021,4.0,4,5,3,False
Dodge,Durango SUV RWD,2022,4.3,4,5,4,False
Dodge,Durango SUV AWD,2022,4.0,4,5,3,False
Dodge,Durango SUV RWD,2024,4.3,4,5,4,False
Dodge,Durango SUV AWD,2024,4.0,4,5,3,False
Dodge,Journey SUV FWD,2012,4.3,4,5,4,False
Dodge,Journey SUV 4WD,2012,4.3,4,5,4,False
Dodge,Journey SUV FWD,2013,4.3,4,5,4,False
Dodge,Journey SUV 4WD,2013,4.3,4,5,4,False
Dodge,Journey SUV AWD,2016,4.3,4,5,4,False
Dodge,Journey SUV FWD,2016,4.3,4,5,4,False
Dodge,Journey SUV 4WD,2014,4.3,4,5,4,False
Dodge,Journey SUV FWD,2014,4.3,4,5,4,False
Dodge,Journey SUV AWD,2017,4.3,4,5,4,False
Dodge,Journey SUV FWD,2017,4.3,4,5,4,False
Dodge,Journey SUV FWD,2018,4.3,4,5,4,False
Dodge,Journey SUV AWD,2018,4.3,4,5,4,False
DODGE,JOURNEY SUV AWD,2019,4.3,4,5,4,False
DODGE,JOURNEY SUV FWD,2019,4.3,4,5,4,False
Dodge,Journey SUV FWD,2020,4.3,4,5,4,False
Dodge,Durango SUV RWD,2023,4.3,4,5,4,False
Dodge,Durango SUV AWD,2023,4.0,4,5,3,False
Dodge,Caliber 5 HB FWD,2011,3.7,4,3,4,False
Dodge,Caliber 4 DR FWD,2012,3.7,4,3,4,False
Ford,Explorer 4 DR SUV FWD,2013,4.7,5,5,4,False
Ford,Explorer 4 DR SUV AWD,2013,4.7,5,5,4,False
Ford,Taurus 4 DR FWD,2013,4.7,5,5,4,False
Ford,Taurus 4 DR AWD,2013,4.7,5,5,4,False
Ford,Fusion 4 DR FWD,2015,4.3,5,4,4,False
Ford,Fusion Hybrid 4 DR FWD,2015,4.3,5,4,4,False
Ford,Fusion Energi 4 DR FWD,2015,4.7,5,5,4,False
Ford,Taurus 4 DR FWD,2015,4.7,5,5,4,False
Ford,Taurus 4 DR AWD,2015,4.7,5,5,4,False
Ford,Expedition SUV 4x4,2015,4.7,5,5,4,False
Ford,Expedition EL EXTENDED SUV 4x2,2015,4.3,5,5,3,False
Ford,Expedition EL EXTENDED SUV 4x4,2015,4.7,5,5,4,False
Ford,Transit Connect Wagon FWD,2015,4.3,4,5,4,False
Ford,Expedition SUV 4x2,2015,4.3,5,5,3,False
Ford,Focus 5 HB FWD,2014,4.3,4,5,4,False
Ford,Focus 4 DR FWD,2014,4.3,4,5,4,False
Ford,Focus BEV 5 HB FWD,2014,5.0,5,5,5,False
Ford,Fusion 4 DR AWD,2014,4.3,5,4,4,False
Ford,Fusion Hybrid 4 DR FWD,2014,4.3,5,4,4,False
Ford,Fusion Energi 4 DR FWD,2014,4.7,5,5,4,False
Ford,Taurus 4 DR FWD,2014,4.7,5,5,4,False
Ford,Explorer 4 DR SUV FWD,2015,4.7,5,5,4,False
Ford,Explorer 4 DR SUV AWD,2015,4.7,5,5,4,False
Ford,Taurus 4 DR AWD,2014,4.7,5,5,4,False
Ford,Explorer 4 DR SUV FWD,2014,4.7,5,5,4,False
Ford,Explorer 4 DR SUV AWD,2014,4.7,5,5,4,False
Ford,Edge SUV AWD,2015,4.7,5,5,4,False
Ford,Edge SUV FWD,2015,4.7,5,5,4,False
Ford,F-150 Regular Cab PU/RC 4x2,2015,4.7,5,5,4,False
Ford,F-150 Regular Cab PU/RC 4x4,2015,4.7,5,5,4,False
Ford,F-150 Super Crew PU/CC 4x2,2015,4.7,5,5,4,False
Ford,F-150 Super Crew PU/CC 4x4,2015,4.7,5,5,4,False
Ford,F-150 Supercab PU/EC 4x2,2015,4.7,5,5,4,False
Ford,F-150 Supercab PU/EC 4x4,2015,4.7,5,5,4,False
Ford,Focus 5 HB FWD,2013,4.3,4,5,4,False
Ford,Focus 4 DR FWD,2013,4.3,4,5,4,False
Ford,Fusion 4 DR AWD,2015,4.3,5,4,4,False
Ford,Fusion 4 DR FWD,2016,4.3,5,4,4,False
Ford,Fusion 4 DR AWD,2016,4.3,5,4,4,False
Ford,Fusion Energi 4 DR FWD,2016,4.7,5,5,4,False
Ford,Fusion Hybrid 4 DR FWD,2016,4.3,5,4,4,False
Ford,Focus 4 DR FWD,2016,4.7,5,5,4,False
Ford,Focus 5 HB FWD,2016,4.7,5,5,4,False
Ford,Mustang 2 DR RWD,2016,5.0,5,5,5,False
Ford,Taurus 4 DR FWD,2016,4.7,5,5,4,False
Ford,Taurus 4 DR AWD,2016,4.7,5,5,4,False
Ford,Edge SUV AWD,2016,4.7,5,5,4,False
Ford,Edge SUV FWD,2016,4.7,5,5,4,False
Ford,Expedition SUV 4x2,2016,4.3,5,5,3,False
Ford,Expedition SUV 4x4,2016,4.7,5,5,4,False
Ford,Expedition EL EXTENDED SUV 4x2,2016,4.3,5,5,3,False
Ford,Expedition EL EXTENDED SUV 4x4,2016,4.7,5,5,4,False
Ford,Transit Connect Wagon FWD,2016,4.3,4,5,4,False
Ford,F-150 Regular Cab PU/RC 4x4,2016,4.7,5,5,4,False
Ford,F-150 Regular Cab PU/RC 4x2,2016,4.7,5,5,4,False
Ford,F-150 Super Crew PU/CC 4x4,2016,4.7,5,5,4,False
Ford,F-150 Super Crew PU/CC 4x2,2016,4.7,5,5,4,False
Ford,F-150 Supercab PU/EC 4x4,2016,4.7,5,5,4,False
Ford,F-150 Supercab PU/EC 4x2,2016,4.7,5,5,4,False
Ford,Fusion 4 DR AWD,2013,4.3,5,4,4,False
Ford,Transit Connect Wagon FWD,2014,4.3,4,5,4,False
Ford,Focus BEV 5 HB FWD,2013,5.0,5,5,5,False
Ford,Fusion 4 DR FWD,2013,4.3,5,4,4,False
Ford,Fusion Energi 4 DR FWD,2013,4.7,5,5,4,False
Ford,Fusion Hybrid 4 DR FWD,2013,4.3,5,4,4,False
Ford,Fusion 4 DR FWD,2014,4.3,5,4,4,False
Ford,Focus 4 DR FWD,2015,4.7,5,5,4,False
Ford,Focus 5 HB FWD,2015,4.7,5,5,4,False
